Reward,Time,Seed
43,10.8049998283,[(1,), (), (), (), (), (), (), (), (), (0,), (), (23,), (), (8,), (18,), (), (34,), (), (24,), ()]
23,11.5440001488,[(2,), (), (), (), (), (), (), (12,), (), (), (), (0,), (), (), (), (5,), (), (), (), ()]
35,10.8090000153,[(2,), (), (), (), (), (), (), (), (), (), (3,), (), (5,), (), (), (), (), (8,), (), ()]
42,9.95899987221,[(1,), (), (), (), (), (), (), (), (), (), (), (10,), (), (), (9,), (), (), (), (), ()]
20,11.1930000782,[(1,), (), (), (), (), (12,), (), (), (), (), (3,), (), (), (), (2,), (), (), (), (), ()]
31,10.0179998875,[(1,), (), (), (), (), (), (), (), (), (2,), (), (), (), (), (4,), (), (), (), (22,), ()]
33,10.5430002213,[(1,), (), (), (), (), (), (), (), (), (), (), (2,), (), (3,), (), (), (), (), (), ()]
37,9.66599988937,[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (10,), (), (20,), ()]
29,10.5859999657,[(1,), (), (), (), (), (), (), (), (22,), (), (), (18,), (), (), (4,), (), (), (12,), (), ()]
29,10.8350000381,[(1,), (), (), (), (), (), (14,), (), (), (23,), (10,), (), (24,), (), (9,), (), (15,), (), (21,), ()]
34,10.2049999237,[(1,), (), (), (), (), (), (2,), (), (), (), (), (), (22,), (), (), (), (5,), (), (23,), ()]
30,10.4190001488,[(1,), (), (), (), (), (), (), (), (), (), (), (8,), (), (), (), (24,), (), (23,), (), ()]
10,12.0809998512,[(1,), (), (), (0,), (), (), (), (), (2,), (), (22,), (), (), (3,), (), (), (), (8,), (), ()]
42,9.85000014305,[(1,), (), (), (), (), (), (4,), (), (), (), (), (), (), (), (0,), (), (8,), (), (), ()]
20,10.9659998417,[(1,), (), (), (), (3,), (), (), (), (), (), (), (), (), (), (22,), (), (), (), (), ()]
38,10.0199999809,[(2,), (), (), (), (), (), (), (), (1,), (), (), (), (), (), (8,), (), (), (), (15,), ()]
30,10.7039999962,[(1,), (), (), (), (), (), (), (), (), (2,), (), (4,), (), (), (), (), (8,), (), (3,), ()]
28,10.5570001602,[(1,), (), (), (), (), (), (), (), (), (2,), (), (), (12,), (), (), (0,), (), (), (8,), ()]
22,10.6670000553,[(1,), (), (), (), (), (), (4,), (), (), (), (), (), (), (0,), (), (), (12,), (), (), ()]
29,11.4279999733,[(1,), (), (), (3,), (), (), (), (), (), (), (), (), (), (), (), (11,), (), (), (), ()]
38,10.4709999561,[(1,), (), (), (), (), (), (), (), (), (0,), (), (), (4,), (), (), (15,), (), (), (), ()]
34,10.8239998817,[(1,), (), (), (), (), (), (), (), (), (), (22,), (), (), (4,), (), (), (), (), (), ()]
21,10.9420001507,[(1,), (), (), (), (2,), (), (), (), (), (), (12,), (), (), (4,), (), (), (), (0,), (), ()]
19,11.4029998779,[(1,), (), (), (), (0,), (), (), (), (2,), (), (), (), (), (6,), (), (), (), (), (), ()]
34,9.97800016403,[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (), (3,), (), (8,), (), (), ()]
30,10.0969998837,[(1,), (), (), (), (), (), (), (11,), (), (), (), (12,), (), (3,), (), (22,), (14,), (), (), ()]
12,11.2760000229,[(1,), (), (), (), (0,), (), (), (4,), (), (), (), (3,), (), (), (), (), (), (5,), (), ()]
48,9.44799995422,[(1,), (), (), (), (), (), (), (), (), (), (), (10,), (), (), (), (9,), (37,), (), (), ()]
33,9.7650001049,[(1,), (), (), (), (), (), (), (), (), (), (2,), (), (), (10,), (24,), (), (15,), (), (5,), ()]
20,10.2379999161,[(1,), (), (), (), (), (), (), (), (), (4,), (), (), (0,), (), (8,), (), (), (), (), ()]
9,11.7139999866,[(1,), (), (), (), (), (2,), (), (), (3,), (), (), (12,), (), (), (), (10,), (), (), (), ()]
15,10.7950000763,[(1,), (), (), (), (), (), (), (), (4,), (), (), (5,), (), (), (22,), (), (), (12,), (), ()]
26,10.375,[(1,), (), (), (), (), (), (), (), (), (22,), (), (), (4,), (), (), (12,), (), (), (5,), ()]
24,10.1009998322,[(1,), (), (), (), (), (), (), (), (), (22,), (), (), (12,), (), (), (2,), (), (8,), (), ()]
20,10.2590000629,[(1,), (), (), (), (), (), (), (), (), (3,), (), (), (10,), (), (), (), (8,), (), (), ()]
48,9.63899993896,[(1,), (), (), (), (), (), (), (), (), (), (), (), (15,), (), (), (), (), (23,), (), ()]
27,10.0400002003,[(1,), (), (), (), (), (), (), (), (), (), (22,), (), (0,), (), (), (8,), (), (9,), (), ()]
22,10.7019999027,[(1,), (), (), (), (0,), (), (), (22,), (), (), (), (), (), (), (3,), (), (), (8,), (), ()]
30,9.99399995804,[(1,), (), (), (), (), (), (), (), (2,), (), (), (), (), (8,), (15,), (), (), (), (24,), ()]
30,10.3489999771,[(1,), (), (), (), (), (), (), (), (), (), (), (3,), (), (), (), (), (2,), (), (), ()]
35,10.1700000763,[(1,), (), (), (), (), (), (), (), (), (3,), (), (), (), (24,), (), (23,), (), (), (10,), ()]
19,11.2460000515,[(1,), (), (), (), (), (), (5,), (), (), (), (), (), (3,), (), (), (), (12,), (), (0,), ()]
29,10.9179999828,[(1,), (), (), (), (0,), (), (), (), (), (), (2,), (), (4,), (), (), (), (22,), (), (), ()]
35,10.6740000248,[(1,), (), (), (), (2,), (), (), (), (), (), (), (0,), (), (), (9,), (24,), (), (), (17,), ()]
47,9.96899986267,[(1,), (), (), (), (), (), (), (), (3,), (), (), (10,), (), (37,), (), (31,), (26,), (), (21,), ()]
14,10.992000103,[(1,), (), (), (), (), (), (), (2,), (), (), (), (), (), (), (22,), (), (3,), (), (), ()]
33,10.0290000439,[(1,), (), (), (), (), (), (), (), (), (4,), (), (), (), (), (0,), (), (), (8,), (), ()]
28,10.2599999905,[(1,), (), (), (), (), (), (), (), (), (3,), (), (), (), (2,), (), (), (), (), (), ()]
16,11.881000042,[(1,), (), (), (), (), (), (), (), (), (), (5,), (), (), (), (), (), (), (0,), (), ()]
31,10.6829998493,[(1,), (), (), (), (2,), (), (), (), (), (), (), (), (), (), (), (22,), (), (3,), (), ()]
38,10.0659999847,[(1,), (), (0,), (), (), (), (), (), (), (), (), (), (), (), (3,), (), (), (23,), (), ()]
16,10.9160001278,[(1,), (), (), (), (), (12,), (), (), (), (0,), (), (), (), (), (8,), (), (9,), (), (22,), ()]
51,9.73099994659,[(1,), (), (), (), (), (), (), (), (), (), (31,), (), (), (), (), (16,), (), (), (27,), ()]
41,9.96700000763,[(1,), (), (), (), (), (), (), (), (), (), (12,), (), (14,), (), (8,), (), (), (24,), (23,), ()]
40,9.73699998856,[(1,), (), (), (), (), (), (), (), (), (18,), (), (22,), (), (), (), (), (), (), (9,), ()]
17,10.7920000553,[(1,), (), (), (), (), (3,), (), (2,), (), (), (), (), (), (), (5,), (), (), (10,), (), ()]
27,10.7630000114,[(1,), (), (), (), (), (), (), (), (), (), (), (), (12,), (), (), (0,), (), (), (), ()]
31,10.1480000019,[(1,), (), (), (), (), (), (), (22,), (), (), (), (12,), (), (), (), (2,), (), (), (20,), ()]
42,9.43799996376,[(1,), (), (), (), (), (), (), (), (), (), (), (9,), (26,), (), (16,), (12,), (49,), (), (34,), ()]
31,10.3789999485,[(1,), (), (), (), (), (), (), (0,), (), (), (18,), (), (), (), (3,), (), (), (), (), ()]
35,10.007999897,[(2,), (), (), (), (), (), (), (), (), (), (), (), (), (8,), (), (3,), (), (), (5,), ()]
13,11.1850001812,[(2,), (), (), (0,), (), (), (), (), (12,), (), (4,), (), (), (), (25,), (), (22,), (), (9,), ()]
21,10.9769999981,[(2,), (), (), (), (0,), (), (1,), (), (), (), (), (), (3,), (), (), (6,), (), (), (), ()]
44,9.40799999237,[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (12,), (), (), (), (), (31,), ()]
24,10.3420000076,[(1,), (), (), (), (), (), (), (3,), (), (), (22,), (), (20,), (), (8,), (), (), (15,), (), ()]
37,9.82899999619,[(1,), (), (), (), (), (), (), (), (), (), (), (2,), (), (), (), (8,), (), (), (), ()]
35,10.3639998436,[(1,), (), (), (2,), (), (), (), (), (), (), (), (), (), (), (), (9,), (), (23,), (), ()]
8,11.4850001335,[(1,), (), (), (), (), (2,), (), (3,), (), (), (), (), (5,), (), (), (), (12,), (), (), ()]
30,10.4459998608,[(1,), (), (), (2,), (), (), (), (), (), (), (), (), (8,), (), (), (), (4,), (), (), ()]
24,10.5710000992,[(1,), (), (), (), (), (), (), (), (18,), (), (), (), (12,), (), (3,), (), (), (5,), (), ()]
36,10.3710000515,[(1,), (), (), (), (), (), (2,), (), (), (), (), (6,), (), (), (), (), (), (23,), (), ()]
35,10.3150000572,[(1,), (), (), (), (), (), (), (), (), (), (5,), (), (), (), (0,), (), (9,), (), (10,), ()]
35,9.99099993706,[(1,), (), (), (), (), (), (), (), (), (), (3,), (), (), (), (), (), (), (), (), ()]
33,10.0959999561,[(1,), (), (), (), (), (), (), (), (5,), (), (), (), (), (), (10,), (), (2,), (), (), ()]
40,9.96300005913,[(1,), (), (), (), (), (), (), (), (), (15,), (26,), (31,), (), (27,), (16,), (), (), (), (), ()]
38,10.751999855,[(1,), (), (), (), (), (2,), (), (), (0,), (), (), (), (6,), (), (), (), (), (), (), ()]
34,9.79600000381,[(2,), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (), (1,), (), (), ()]
46,9.95200014114,[(2,), (), (), (), (), (), (), (), (), (), (), (), (0,), (), (5,), (), (), (23,), (), ()]
31,10.503000021,[(1,), (), (), (), (), (), (), (), (), (), (), (22,), (), (), (4,), (), (), (), (10,), ()]
41,11.0490000248,[(1,), (), (), (), (), (), (), (15,), (), (9,), (), (37,), (), (), (49,), (34,), (), (30,), (40,), ()]
40,9.81299996376,[(1,), (), (), (), (), (), (), (), (), (), (), (4,), (), (10,), (15,), (), (), (9,), (), ()]
15,11.2899999619,[(1,), (), (), (), (2,), (), (), (), (), (), (), (22,), (), (), (), (), (), (), (12,), ()]
32,10.8589999676,[(1,), (), (), (), (), (), (), (12,), (), (), (), (), (), (3,), (), (), (4,), (), (), ()]
28,11.6900000572,[(1,), (), (), (), (0,), (), (), (2,), (), (), (), (), (), (6,), (), (), (), (8,), (), ()]
28,12.0039999485,[(1,), (), (), (), (), (), (), (2,), (), (), (), (5,), (), (), (), (), (), (), (), ()]
37,10.0999999046,[(1,), (), (), (), (), (), (), (), (), (), (), (), (), (4,), (), (15,), (), (23,), (), ()]
28,11.5160000324,[(1,), (), (), (), (), (), (), (), (), (10,), (), (), (), (), (), (), (), (), (), ()]
26,11.0050001144,[(1,), (), (), (), (), (), (), (), (), (), (), (), (4,), (), (7,), (), (8,), (), (9,), ()]
29,12.0399999619,[(1,), (), (), (0,), (), (), (3,), (), (), (2,), (), (), (), (), (12,), (), (), (), (), ()]
