Reward,Time,Actions
-4,38.0160000324,[(118,), (), (86,), (59,), (), (99,), (196,), (), (), (), (15,), (198,), (32,), (), (24,), (), (17,), (), (197,), ()]
4,35.3650000095,[(), (162,), (49,), (), (171,), (179,), (), (), (), (), (100,), (), (), (24,), (), (163,), (), (129,), (), ()]
1,37.3069999218,[(179,), (76,), (41,), (), (), (163,), (), (), (), (), (), (129,), (164,), (), (111,), (74,), (49,), (), (99,), ()]
-4,37.7260000706,[(), (76,), (111,), (104,), (), (), (116,), (), (97,), (), (196,), (), (99,), (49,), (), (0,), (162,), (), (), ()]
-9,34.9499998093,[(11,), (124,), (15,), (171,), (187,), (), (66,), (18,), (164,), (1,), (), (32,), (162,), (137,), (), (163,), (), (), (68,), ()]
-4,37.6420001984,[(1,), (), (), (137,), (108,), (), (37,), (), (41,), (188,), (74,), (), (163,), (), (), (), (), (99,), (), ()]
-5,37.7769999504,[(143,), (32,), (), (), (147,), (), (68,), (), (187,), (), (59,), (), (24,), (), (), (126,), (129,), (162,), (), ()]
-2,38.2849998474,[(10,), (), (157,), (), (), (39,), (), (17,), (), (49,), (), (), (), (189,), (162,), (187,), (), (), (), ()]
-6,35.2570002079,[(77,), (), (164,), (), (), (155,), (32,), (), (80,), (162,), (41,), (), (198,), (), (24,), (23,), (75,), (146,), (), ()]
-2,35.7239999771,[(), (187,), (24,), (), (83,), (116,), (), (154,), (), (124,), (138,), (), (), (67,), (34,), (), (), (197,), (4,), ()]
-3,37.2159998417,[(), (131,), (), (), (155,), (101,), (), (116,), (), (154,), (), (162,), (147,), (), (25,), (), (), (125,), (41,), ()]
2,35.992000103,[(), (172,), (), (131,), (109,), (), (141,), (), (144,), (), (68,), (), (), (23,), (25,), (), (), (), (67,), ()]
2,36.5759999752,[(), (99,), (), (23,), (68,), (91,), (), (188,), (34,), (), (124,), (32,), (), (69,), (92,), (), (), (), (), ()]
-4,37.6649999619,[(172,), (), (155,), (), (24,), (), (142,), (), (124,), (), (116,), (), (), (), (186,), (117,), (), (13,), (), ()]
6,35.2209999561,[(), (124,), (162,), (), (), (116,), (), (), (164,), (), (), (), (), (32,), (184,), (), (180,), (), (), ()]
-2,36.1820001602,[(46,), (), (156,), (), (), (), (66,), (75,), (137,), (), (117,), (), (187,), (), (99,), (7,), (), (), (), ()]
3,38.1919999123,[(), (139,), (197,), (), (99,), (), (49,), (), (50,), (), (113,), (), (), (), (), (), (), (108,), (), ()]
-1,37.4479999542,[(173,), (), (), (24,), (), (41,), (169,), (), (124,), (179,), (7,), (), (187,), (), (191,), (), (99,), (75,), (), ()]
-4,37.9520001411,[(), (149,), (), (162,), (), (99,), (), (117,), (), (34,), (), (146,), (), (187,), (), (169,), (78,), (), (32,), ()]
-3,36.2129998207,[(), (187,), (154,), (), (99,), (), (49,), (91,), (83,), (124,), (23,), (), (), (15,), (), (59,), (), (92,), (), ()]
4,32.6660001278,[(), (49,), (137,), (9,), (196,), (), (), (124,), (), (84,), (), (), (), (163,), (), (), (), (162,), (), ()]
8,34.621999979,[(16,), (8,), (), (41,), (), (49,), (), (100,), (), (), (), (), (), (), (15,), (92,), (), (82,), (), ()]
-6,38.2269999981,[(), (137,), (), (41,), (), (), (189,), (147,), (), (171,), (), (11,), (), (32,), (), (51,), (24,), (149,), (), ()]
3,33.4479999542,[(), (117,), (125,), (), (108,), (), (32,), (), (116,), (), (142,), (49,), (), (), (50,), (), (162,), (33,), (), ()]
3,34.7209999561,[(), (154,), (), (7,), (), (49,), (), (180,), (), (), (), (179,), (), (59,), (), (), (), (8,), (67,), ()]
0,38.3489999771,[(197,), (), (196,), (58,), (), (), (), (171,), (), (154,), (), (33,), (), (162,), (26,), (24,), (), (), (), ()]
-5,36.239000082,[(99,), (), (166,), (), (), (24,), (196,), (131,), (138,), (), (), (35,), (27,), (), (66,), (), (41,), (), (), ()]
-10,36.7079999447,[(), (66,), (188,), (49,), (), (99,), (15,), (187,), (179,), (), (2,), (154,), (), (), (137,), (91,), (7,), (116,), (), ()]
-8,36.631000042,[(), (7,), (), (84,), (), (162,), (), (188,), (23,), (24,), (), (87,), (), (), (32,), (171,), (), (146,), (), ()]
5,35.5610001087,[(49,), (), (91,), (108,), (), (), (68,), (), (116,), (33,), (), (34,), (), (), (), (), (), (29,), (), ()]
-4,39.0889999866,[(108,), (), (24,), (), (), (), (117,), (), (129,), (179,), (191,), (), (166,), (), (), (34,), (), (), (32,), ()]
7,35.771999836,[(), (7,), (15,), (67,), (179,), (33,), (), (), (), (172,), (), (), (9,), (162,), (), (), (), (), (74,), ()]
-4,36.0320000648,[(), (38,), (), (32,), (), (), (), (), (125,), (116,), (42,), (), (163,), (), (154,), (), (75,), (44,), (), ()]
1,33.0329999924,[(109,), (), (181,), (139,), (), (123,), (), (49,), (), (), (), (187,), (), (12,), (), (83,), (162,), (), (99,), ()]
2,36.9160001278,[(125,), (146,), (24,), (), (), (11,), (), (25,), (), (), (33,), (), (163,), (), (187,), (180,), (), (), (), ()]
11,34.0799999237,[(), (162,), (), (), (24,), (), (113,), (), (138,), (197,), (), (), (), (), (12,), (164,), (), (), (), ()]
4,34.8699998856,[(), (17,), (), (), (), (), (92,), (), (137,), (124,), (), (148,), (), (), (50,), (), (116,), (), (83,), ()]
-3,36.5550000668,[(), (32,), (), (107,), (), (), (7,), (), (129,), (), (), (), (), (162,), (84,), (), (125,), (42,), (), ()]
-2,36.7049999237,[(), (187,), (), (), (), (75,), (99,), (), (129,), (100,), (), (), (49,), (139,), (125,), (124,), (), (32,), (), ()]
-1,37.1019999981,[(), (54,), (), (74,), (8,), (), (), (), (65,), (), (), (163,), (), (), (7,), (83,), (), (56,), (), ()]
4,34.4769999981,[(), (118,), (), (), (166,), (), (), (8,), (), (196,), (), (), (), (163,), (), (99,), (124,), (), (137,), ()]
-9,37.3500001431,[(15,), (196,), (), (179,), (189,), (99,), (), (136,), (), (), (41,), (), (129,), (51,), (59,), (), (172,), (108,), (124,), ()]
-5,35.8959999084,[(), (9,), (), (), (99,), (), (196,), (), (163,), (), (0,), (124,), (), (50,), (), (), (32,), (), (83,), ()]
-2,37.2020001411,[(), (77,), (), (163,), (), (75,), (141,), (), (101,), (25,), (), (154,), (66,), (), (), (104,), (38,), (), (), ()]
0,34.7139999866,[(), (8,), (), (99,), (), (154,), (), (116,), (125,), (), (58,), (), (137,), (15,), (), (), (), (43,), (91,), ()]
-4,37.7939999104,[(), (75,), (187,), (), (32,), (), (167,), (142,), (43,), (), (130,), (99,), (), (146,), (), (137,), (84,), (), (), ()]
6,35.7860000134,[(), (188,), (124,), (), (), (), (116,), (), (33,), (), (187,), (), (42,), (), (129,), (), (9,), (7,), (), ()]
-8,37.2330000401,[(), (51,), (50,), (), (188,), (172,), (104,), (), (33,), (), (15,), (131,), (), (198,), (), (41,), (), (), (23,), ()]
-1,35.4170000553,[(53,), (), (138,), (), (131,), (), (), (99,), (196,), (), (), (), (24,), (), (162,), (23,), (66,), (150,), (), ()]
-1,37.8269999027,[(113,), (), (124,), (), (32,), (187,), (), (16,), (15,), (116,), (), (58,), (), (), (83,), (), (100,), (162,), (), ()]
-3,37.3499999046,[(), (117,), (), (), (58,), (), (137,), (125,), (), (), (), (179,), (18,), (188,), (), (0,), (75,), (), (16,), ()]
3,32.6210000515,[(), (92,), (), (), (), (32,), (), (), (), (154,), (), (), (124,), (116,), (), (67,), (74,), (15,), (12,), ()]
-5,37.3350000381,[(109,), (139,), (), (138,), (), (129,), (116,), (24,), (), (), (104,), (130,), (), (49,), (124,), (32,), (), (), (95,), ()]
-6,37.0599999428,[(58,), (), (171,), (), (), (129,), (116,), (), (27,), (187,), (), (125,), (), (108,), (), (51,), (24,), (), (), ()]
-9,36.9370000362,[(), (49,), (108,), (116,), (), (100,), (), (179,), (187,), (), (32,), (), (39,), (), (91,), (99,), (), (146,), (), ()]
-6,36.8190000057,[(161,), (), (107,), (), (99,), (), (187,), (), (114,), (), (180,), (), (), (91,), (137,), (), (), (84,), (), ()]
-1,36.5699999332,[(32,), (), (163,), (), (49,), (), (68,), (), (50,), (), (58,), (), (108,), (137,), (), (), (), (74,), (), ()]
-1,36.4290001392,[(), (42,), (), (), (), (92,), (), (), (6,), (32,), (), (36,), (187,), (), (162,), (124,), (91,), (8,), (116,), ()]
3,35.2209999561,[(), (188,), (49,), (), (), (33,), (), (), (50,), (), (163,), (), (187,), (), (), (), (91,), (109,), (), ()]
-4,35.6710000038,[(), (148,), (), (), (167,), (16,), (196,), (), (197,), (), (147,), (0,), (75,), (), (124,), (59,), (), (24,), (), ()]
-2,35.9059998989,[(66,), (), (41,), (), (8,), (32,), (), (197,), (24,), (), (), (), (101,), (), (124,), (131,), (15,), (), (129,), ()]
7,34.0040001869,[(54,), (23,), (), (), (180,), (), (), (99,), (), (59,), (), (77,), (187,), (), (), (117,), (0,), (), (), ()]
5,37.0039999485,[(113,), (), (162,), (74,), (), (99,), (), (), (), (), (171,), (), (), (148,), (), (), (), (154,), (146,), ()]
-3,35.2000000477,[(66,), (187,), (138,), (), (), (163,), (), (124,), (), (78,), (), (23,), (), (), (), (8,), (32,), (), (15,), ()]
-2,36.1569998264,[(), (24,), (), (), (8,), (), (32,), (), (3,), (16,), (190,), (), (138,), (), (), (75,), (), (171,), (118,), ()]
0,33.2890000343,[(), (49,), (137,), (), (), (), (32,), (), (117,), (), (123,), (), (41,), (), (180,), (118,), (), (), (23,), ()]
-6,41.8050000668,[(23,), (167,), (108,), (91,), (58,), (15,), (), (129,), (), (99,), (41,), (), (75,), (1,), (), (154,), (), (33,), (), ()]
3,36.5450000763,[(), (137,), (), (7,), (), (), (), (), (179,), (), (), (79,), (), (116,), (), (59,), (), (50,), (), ()]
0,35.9440000057,[(), (92,), (), (7,), (42,), (), (), (24,), (), (), (91,), (117,), (), (16,), (51,), (49,), (), (), (), ()]
1,35.8839998245,[(), (113,), (), (74,), (132,), (), (187,), (), (), (107,), (), (), (), (172,), (), (59,), (), (), (), ()]
3,35.1319999695,[(), (12,), (), (), (15,), (124,), (), (), (76,), (32,), (), (), (187,), (58,), (), (), (163,), (), (), ()]
-9,38.0710000992,[(), (178,), (66,), (91,), (), (49,), (), (116,), (), (155,), (108,), (), (41,), (), (83,), (162,), (), (33,), (), ()]
1,36.0290000439,[(), (16,), (197,), (), (), (), (), (23,), (137,), (101,), (1,), (), (), (), (125,), (), (163,), (), (162,), ()]
17,30.736000061,[(), (33,), (), (), (), (), (), (), (137,), (109,), (), (99,), (), (), (62,), (), (172,), (9,), (), ()]
6,34.4759998322,[(116,), (), (66,), (58,), (), (25,), (), (), (), (), (), (), (), (32,), (), (60,), (125,), (), (99,), ()]
-5,38.495000124,[(172,), (), (), (), (187,), (137,), (66,), (), (), (64,), (7,), (), (86,), (), (188,), (), (116,), (), (108,), ()]
4,31.5479998589,[(), (32,), (75,), (), (), (24,), (41,), (), (), (124,), (), (), (), (116,), (), (50,), (), (4,), (69,), ()]
2,34.9960000515,[(), (181,), (), (84,), (), (49,), (), (), (), (), (), (24,), (171,), (), (104,), (99,), (), (58,), (103,), ()]
-5,36.8470001221,[(91,), (15,), (137,), (), (32,), (), (), (124,), (), (8,), (), (187,), (108,), (9,), (), (50,), (), (67,), (175,), ()]
-2,35.8999998569,[(), (162,), (24,), (), (129,), (), (196,), (187,), (), (), (), (116,), (124,), (), (), (125,), (108,), (83,), (91,), ()]
-4,37.8450000286,[(116,), (), (143,), (), (196,), (), (), (162,), (129,), (), (66,), (0,), (), (49,), (), (188,), (67,), (32,), (), ()]
-8,35.4060001373,[(42,), (7,), (), (166,), (), (), (24,), (), (9,), (), (96,), (179,), (61,), (), (12,), (15,), (11,), (129,), (138,), ()]
-2,36.0559999943,[(), (), (100,), (198,), (), (24,), (), (67,), (32,), (), (125,), (180,), (), (), (41,), (), (163,), (), (), ()]
1,36.6109998226,[(), (91,), (76,), (138,), (), (), (), (59,), (), (99,), (), (), (), (117,), (), (7,), (), (196,), (), ()]
-3,36.0329999924,[(), (137,), (162,), (124,), (), (49,), (162,), (117,), (), (), (), (0,), (), (), (7,), (), (140,), (148,), (), ()]
-8,36.7710001469,[(), (137,), (117,), (), (34,), (), (16,), (99,), (), (59,), (), (141,), (), (188,), (106,), (), (171,), (92,), (), ()]
-4,34.246999979,[(), (50,), (0,), (), (188,), (), (), (), (32,), (), (171,), (), (74,), (92,), (), (24,), (), (33,), (54,), ()]
-1,36.5379998684,[(37,), (), (), (138,), (), (66,), (58,), (), (), (180,), (), (14,), (), (15,), (60,), (117,), (187,), (), (), ()]
-2,35.9500000477,[(41,), (), (91,), (92,), (), (155,), (23,), (116,), (), (), (), (132,), (), (), (137,), (180,), (), (), (179,), ()]
-6,37.2009999752,[(), (137,), (), (118,), (), (), (181,), (117,), (), (60,), (99,), (), (7,), (), (), (163,), (), (24,), (), ()]
-1,36.9830000401,[(131,), (58,), (32,), (), (129,), (), (196,), (), (116,), (), (), (187,), (), (91,), (), (), (146,), (), (7,), ()]
2,35.7049999237,[(), (49,), (), (), (115,), (), (99,), (), (158,), (116,), (), (), (154,), (), (), (), (187,), (), (124,), ()]
-2,35.5690000057,[(), (74,), (), (81,), (), (), (), (24,), (87,), (), (137,), (16,), (), (172,), (179,), (), (), (32,), (), ()]
-7,36.3980000019,[(), (162,), (187,), (16,), (196,), (), (66,), (74,), (), (32,), (), (49,), (), (88,), (137,), (163,), (), (191,), (), ()]
-4,36.7680001259,[(), (81,), (), (138,), (), (181,), (), (), (116,), (16,), (), (68,), (), (184,), (80,), (), (), (74,), (180,), ()]
-4,39.2669999599,[(137,), (23,), (196,), (), (179,), (), (), (125,), (49,), (), (100,), (), (), (124,), (32,), (175,), (), (), (99,), ()]
5,37.4140000343,[(75,), (91,), (), (117,), (), (), (), (180,), (), (), (104,), (), (), (16,), (), (32,), (), (), (), ()]
-4,37.0759999752,[(), (133,), (), (154,), (41,), (), (91,), (111,), (17,), (), (75,), (188,), (124,), (59,), (), (25,), (), (), (), ()]
-2,36.1180000305,[(), (171,), (), (41,), (), (111,), (), (124,), (), (), (196,), (), (129,), (137,), (162,), (5,), (), (172,), (), ()]
4,35.618999958,[(), (25,), (), (39,), (), (23,), (125,), (67,), (8,), (), (), (), (), (24,), (), (), (91,), (16,), (), ()]
17,34.6459999084,[(109,), (), (74,), (112,), (), (), (), (10,), (), (), (), (), (), (), (), (), (26,), (59,), (), ()]
-6,36.0320000648,[(51,), (171,), (), (108,), (77,), (), (), (197,), (32,), (), (124,), (), (196,), (149,), (), (100,), (109,), (), (7,), ()]
3,38.1150000095,[(131,), (23,), (171,), (155,), (), (60,), (171,), (165,), (), (), (), (189,), (), (), (118,), (), (108,), (), (), ()]
0,36.6150000095,[(), (1,), (), (), (116,), (), (), (), (74,), (), (99,), (124,), (), (179,), (), (66,), (188,), (103,), (), ()]
13,30.861000061,[(), (32,), (17,), (), (), (), (141,), (), (), (), (), (), (148,), (), (), (49,), (), (157,), (50,), ()]
-3,36.8949999809,[(), (84,), (), (116,), (), (), (), (162,), (196,), (187,), (), (15,), (149,), (), (156,), (), (138,), (), (36,), ()]
-4,37.1909999847,[(), (74,), (34,), (), (41,), (), (32,), (), (59,), (), (154,), (), (138,), (), (197,), (162,), (), (28,), (), ()]
-4,35.7149999142,[(), (15,), (23,), (11,), (196,), (187,), (), (), (49,), (169,), (), (136,), (58,), (), (), (163,), (), (148,), (), ()]
-7,39.3740000725,[(), (91,), (146,), (32,), (), (), (129,), (99,), (), (92,), (), (137,), (125,), (21,), (), (181,), (), (75,), (184,), ()]
7,35.4219999313,[(), (61,), (), (), (116,), (), (74,), (32,), (), (), (), (), (75,), (23,), (), (147,), (), (), (15,), ()]
-3,35.9460000992,[(75,), (), (172,), (), (33,), (), (), (34,), (), (92,), (), (100,), (), (167,), (15,), (103,), (), (), (), ()]
3,35.2909998894,[(), (116,), (147,), (), (163,), (), (67,), (), (33,), (), (137,), (), (), (), (), (), (), (187,), (), ()]
12,33.7870001793,[(), (130,), (), (196,), (), (), (), (), (), (), (33,), (), (42,), (), (190,), (), (), (), (), ()]
-4,34.8209998608,[(), (33,), (), (84,), (41,), (143,), (91,), (15,), (93,), (), (163,), (), (), (187,), (130,), (), (43,), (), (), ()]
6,33.0800001621,[(), (124,), (154,), (), (), (), (), (), (15,), (), (83,), (), (99,), (164,), (), (66,), (), (0,), (), ()]
-1,33.9359998703,[(163,), (), (), (41,), (), (179,), (188,), (129,), (197,), (187,), (), (58,), (1,), (), (), (), (42,), (), (), ()]
-9,39.2300000191,[(), (99,), (), (7,), (), (38,), (), (15,), (129,), (), (58,), (91,), (127,), (59,), (180,), (), (76,), (24,), (), ()]
3,35.6970000267,[(173,), (), (138,), (), (), (164,), (), (8,), (), (171,), (75,), (), (), (), (), (66,), (), (187,), (23,), ()]
4,37.1849999428,[(135,), (), (), (99,), (129,), (), (191,), (171,), (), (), (), (), (180,), (), (193,), (), (), (), (32,), ()]
-7,36.4879999161,[(75,), (), (41,), (), (), (), (187,), (12,), (), (113,), (), (17,), (), (196,), (129,), (99,), (), (124,), (), ()]
-1,35.7260000706,[(), (163,), (), (), (137,), (), (117,), (), (), (187,), (), (75,), (), (16,), (99,), (), (), (131,), (28,), ()]
-3,37.9379999638,[(), (187,), (), (), (), (90,), (), (74,), (), (23,), (32,), (8,), (116,), (), (83,), (58,), (), (129,), (), ()]
1,34.9190001488,[(), (37,), (), (116,), (), (33,), (), (187,), (), (41,), (), (), (), (32,), (), (), (137,), (), (189,), ()]
2,33.8469998837,[(), (12,), (), (32,), (99,), (), (41,), (), (49,), (), (24,), (), (), (), (), (18,), (137,), (), (180,), ()]
-9,38.3470001221,[(), (162,), (), (16,), (108,), (24,), (137,), (23,), (25,), (189,), (), (), (49,), (91,), (), (181,), (), (99,), (), ()]
-4,37.5169999599,[(), (8,), (), (49,), (50,), (), (154,), (), (), (), (197,), (24,), (), (187,), (), (99,), (94,), (41,), (), ()]
-10,37.1729998589,[(), (49,), (), (13,), (), (129,), (), (179,), (91,), (9,), (130,), (), (), (171,), (74,), (155,), (16,), (), (116,), ()]
-2,36.3580000401,[(), (49,), (), (), (105,), (66,), (124,), (51,), (32,), (), (187,), (), (129,), (111,), (74,), (91,), (), (), (), ()]
-3,36.5599999428,[(), (180,), (), (187,), (), (25,), (), (), (), (155,), (129,), (), (154,), (), (), (66,), (139,), (9,), (), ()]
-6,38.1990001202,[(), (162,), (), (142,), (), (118,), (), (), (), (108,), (66,), (137,), (146,), (129,), (179,), (), (49,), (), (), ()]
-2,34.8870000839,[(), (41,), (), (164,), (162,), (), (), (59,), (), (163,), (), (), (), (139,), (16,), (103,), (), (50,), (66,), ()]
1,37.629999876,[(23,), (99,), (), (16,), (54,), (), (187,), (), (), (), (1,), (), (), (192,), (), (162,), (), (32,), (), ()]
1,34.236000061,[(), (50,), (), (), (24,), (), (), (150,), (171,), (), (155,), (41,), (), (), (), (148,), (), (7,), (), ()]
-3,37.132999897,[(124,), (), (), (17,), (), (154,), (), (180,), (), (), (154,), (187,), (), (), (66,), (163,), (16,), (113,), (), ()]
-2,37.0460000038,[(137,), (), (99,), (), (61,), (10,), (), (), (), (23,), (179,), (7,), (), (42,), (124,), (), (138,), (196,), (), ()]
1,37.3350000381,[(), (187,), (), (), (93,), (), (), (100,), (), (18,), (101,), (58,), (91,), (), (179,), (), (138,), (), (), ()]
2,37.5450000763,[(), (162,), (), (179,), (164,), (), (17,), (), (99,), (), (), (137,), (159,), (116,), (), (), (), (165,), (), ()]
-4,34.9110000134,[(28,), (), (159,), (187,), (), (163,), (), (), (), (137,), (8,), (), (99,), (56,), (16,), (), (86,), (54,), (), ()]
-1,36.9140000343,[(), (0,), (49,), (), (), (41,), (), (147,), (50,), (), (124,), (101,), (59,), (), (), (100,), (99,), (), (), ()]
-5,34.8589999676,[(), (171,), (108,), (), (50,), (49,), (), (), (), (187,), (), (99,), (), (91,), (124,), (25,), (), (68,), (), ()]
0,38.1979999542,[(116,), (), (104,), (), (0,), (), (), (32,), (), (99,), (), (154,), (163,), (), (), (), (162,), (), (24,), ()]
-3,34.5699999332,[(27,), (), (0,), (41,), (), (74,), (116,), (), (), (), (), (49,), (), (75,), (99,), (), (), (23,), (), ()]
19,34.3020000458,[(), (), (194,), (162,), (), (41,), (), (), (99,), (), (49,), (), (), (), (), (), (), (), (), ()]
-1,32.5640001297,[(), (99,), (25,), (), (), (), (172,), (43,), (167,), (), (24,), (75,), (), (111,), (), (23,), (187,), (), (32,), ()]
6,33.0119998455,[(), (50,), (), (), (92,), (), (15,), (24,), (), (129,), (), (), (), (187,), (), (7,), (), (), (), ()]
3,33.1730000973,[(), (117,), (), (), (163,), (), (), (139,), (), (), (15,), (49,), (), (), (26,), (), (), (124,), (105,), ()]
0,36.9279999733,[(), (0,), (32,), (), (188,), (25,), (), (), (124,), (149,), (), (154,), (), (41,), (), (23,), (), (83,), (), ()]
3,35.1809999943,[(), (54,), (), (74,), (67,), (41,), (), (), (), (), (), (), (130,), (23,), (149,), (148,), (), (49,), (), ()]
5,33.6600000858,[(), (92,), (167,), (), (137,), (144,), (), (), (32,), (), (24,), (), (), (), (126,), (), (118,), (), (), ()]
4,33.5929999352,[(42,), (), (116,), (), (), (), (), (), (), (), (0,), (41,), (), (), (189,), (17,), (), (3,), (94,), ()]
-4,37.2999999523,[(), (83,), (91,), (137,), (), (), (), (7,), (), (8,), (), (), (), (196,), (162,), (164,), (124,), (), (32,), ()]
-3,37.6730000973,[(68,), (), (99,), (), (), (), (9,), (), (154,), (), (32,), (), (130,), (42,), (), (), (158,), (10,), (), ()]
1,38.3079998493,[(187,), (), (32,), (116,), (), (83,), (142,), (), (), (), (99,), (), (), (189,), (179,), (59,), (124,), (), (41,), ()]
-2,37.8970000744,[(), (7,), (), (49,), (), (131,), (189,), (), (116,), (), (187,), (), (), (58,), (), (180,), (), (), (), ()]
5,33.8819999695,[(), (171,), (), (154,), (197,), (91,), (162,), (124,), (), (), (179,), (0,), (), (146,), (), (), (49,), (), (), ()]
-7,37.4879999161,[(), (197,), (137,), (), (), (123,), (), (42,), (), (), (32,), (), (117,), (), (49,), (), (15,), (), (41,), ()]
1,35.6560001373,[(), (108,), (), (74,), (125,), (), (), (), (), (129,), (), (124,), (187,), (), (61,), (49,), (), (0,), (), ()]
6,38.3599998951,[(), (162,), (113,), (), (), (32,), (), (180,), (), (196,), (), (), (23,), (129,), (67,), (156,), (), (), (), ()]
-5,36.5390000343,[(), (117,), (), (187,), (146,), (111,), (59,), (), (137,), (), (148,), (), (163,), (), (), (24,), (), (49,), (), ()]
-1,34.1719999313,[(), (7,), (34,), (), (66,), (15,), (), (1,), (), (49,), (), (43,), (111,), (), (154,), (124,), (), (), (129,), ()]
5,36.8100001812,[(), (32,), (), (), (), (), (), (), (131,), (171,), (), (), (169,), (166,), (), (100,), (), (), (), ()]
